7101	0	4	1372896000
1374	1	4	1357344000
1482	2	4	1159747200
6843	2	4	1169769600
4569	3	5	1234396800
2499	4	3	1401408000
861	5	5	1404864000
4350	6	3	1386633600
7769	7	5	1392940800
901	7	4	1372291200
1564	8	4	1352851200
2155	8	4	1332115200
2388	8	1	1404086400
2705	8	1	1385164800
3161	8	1	1341792000
3292	8	2	1391817600
3434	8	5	1307923200
393	8	5	1308355200
4021	8	3	1372377600
4639	8	4	1308009600
573	8	1	1315958400
6837	8	1	1367280000
6980	8	5	1388275200
7325	8	5	1318982400
768	8	3	1339200000
6445	9	5	1158192000
3229	10	3	1322179200
1543	11	5	1222819200
6358	11	5	1383955200
167	12	5	1190073600
2263	12	5	1382745600
2248	13	5	1279670400
3342	13	4	1280016000
4573	14	4	1164931200
3423	15	4	1285804800
4573	15	4	1286409600
6853	15	3	1368835200
2127	16	1	1365724800
6441	16	5	1297555200
1414	17	5	1232236800
1455	17	4	1304035200
2290	17	5	1333497600
3275	17	5	1385942400
3947	17	1	1336089600
7932	17	5	1263513600
5781	18	3	1299196800
2412	19	5	1380672000
3031	19	5	1358467200
6861	19	5	1330300800
1495	20	1	1358812800
202	21	4	1360972800
6154	22	5	1180742400
7646	23	5	1383868800
864	23	5	1304812800
2077	24	5	1347926400
1244	25	4	1329868800
4960	25	4	1323043200
6739	25	2	1335657600
1682	26	5	1363564800
6970	26	1	1278720000
5517	27	4	1285459200
1806	28	2	1218585600
5706	28	2	1357776000
7826	29	3	1264032000
4455	30	3	1201392000
1771	31	5	1228089600
113	32	3	1357344000
135	32	5	1334016000
1793	32	3	1368662400
3046	32	5	1366588800
3618	32	5	1322179200
3941	32	3	1320796800
448	32	4	1326931200
493	32	4	1326153600
5555	32	5	1370390400
7389	32	3	1360540800
7500	32	5	1391904000
7927	32	5	1318809600
3211	33	5	1292976000
6415	34	5	1373932800
4935	35	1	1307836800
4671	36	5	1238630400
6141	37	1	1212278400
6119	38	4	1185926400
1173	39	5	1383868800
3486	39	5	1401321600
3512	39	5	1363737600
3782	39	5	1332806400
4509	39	5	1371513600
4908	39	5	1364428800
750	39	4	1380153600
3537	40	5	1326153600
2226	41	5	1312502400
3020	42	5	1335139200
3306	42	5	1302134400
